,aid,date,event,gender,gradeLevel,meet,result,state
4539,6250395,1201-Dec-7,600 Meters,m,9th Grade,PSAL Jim McKay Memorial,1:38.28,NY
4540,6250395,1201-Jan-19,600 Meters,m,9th Grade,Martin Luther King Jr. Games,1:36.39,NY
4541,6250395,1201-Mar-8,600 Meters,m,9th Grade,PSAL Frosh/Soph Indoor Championships,1:35.62SR,NY
4542,6250395,1201-Jan-24,1000 Meters,m,?,New Balance Games,3:21.34SR,NY
4543,7993181,2015-Apr-3,Pole Vault,f,10th Grade,FHN Knight Relays,NH,MO
4544,7993181,2015-Apr-14,Pole Vault,f,10th Grade,Wentzville Holt JV POW-WOW,6' 6,MO
4545,7993181,2015-Apr-17,Pole Vault,f,10th Grade,Henle Holmes,NH,MO
4546,7993181,2015-Apr-18,Pole Vault,f,10th Grade,Dale Collier Invitational ,6' 6,MO
4547,7993181,2015-May-8,Pole Vault,f,10th Grade,GAC South,6' 0,MO
4548,8604457,2017-Mar-28,800 Meters,f,Age 17-18,Comstock Park Quad,3:33.42,MI
4549,8604457,2017-May-6,800 Meters,f,Age 17-18,Hopkins Vikings Track Invitational,3:50.19,MI
4550,8604457,2017-May-16,800 Meters,f,Age 17-18,Mona Shores JV Meet,3:31.56SR,MI
4551,8604457,2017-May-22,800 Meters,f,Age 17-18,Striders Squire JV Invite at Calvin Christian,3:33.69,MI
4552,8604457,2017-Mar-28,1600 Meters,f,Age 17-18,Comstock Park Quad,7:38.59,MI
4553,8604457,2017-May-6,1600 Meters,f,Age 17-18,Hopkins Vikings Track Invitational,8:14.60,MI
4554,8604457,2017-May-16,1600 Meters,f,Age 17-18,Mona Shores JV Meet,7:46.86,MI
4555,8604457,2017-May-22,1600 Meters,f,Age 17-18,Striders Squire JV Invite at Calvin Christian,7:30.06,MI
4556,8604457,2017-Jun-2,1600 Meters,f,Age 17-18,MIHS Championship,7:58.61,MI
4557,8604457,2017-Mar-28,Shot Put - 4kg,f,Age 17-18,Comstock Park Quad,21' 6,MI
4558,8604457,2017-Jun-2,Shot Put - 4kg,f,Age 17-18,MIHS Championship,21' 5.5,MI
4559,8604457,2017-Jun-2,Discus - 1kg,f,Age 17-18,MIHS Championship,55' 11,MI
4560,8604457,2016-Mar-29,800 Meters,f,Age 15-16,Comstock Park Quad,3:33.46,MI
4561,8604457,2016-May-7,800 Meters,f,Age 15-16,Hopkins Invitational,3:34.08,MI
4562,8604457,2016-May-9,800 Meters,f,Age 15-16,Golden Eagle - Cornerstone Invite,3:34.35,MI
4563,8604457,2016-May-23,800 Meters,f,Age 15-16,Squire JV Invite,3:31.49,MI
4564,8604457,2016-Mar-29,1600 Meters,f,Age 15-16,Comstock Park Quad,7:32.04SR,MI
4565,8604457,2016-May-9,1600 Meters,f,Age 15-16,Golden Eagle - Cornerstone Invite,7:44.29,MI
4566,8604457,2016-May-23,1600 Meters,f,Age 15-16,Squire JV Invite,7:45.34,MI
4567,8604457,2016-Jun-3,Shot Put - 4kg,f,Age 15-16,MIHS Championship,21' 5.5SR,MI
4568,8604457,2016-Jun-3,Discus - 1kg,f,Age 15-16,MIHS Championship,53' 6SR,MI
4569,8604457,2016-Apr-23,Long Jump,f,Age 15-16,Wyoming Frank Grimm Relays,8' 5.25,MI
4570,8604457,2016-Apr-30,Swedish 100-200-300-400m,f,Age 15-16,"Grand Rapids Elite ChallengeMary Clare Liedel, Elana Blecker, Marissa Polinder, Ashleigh Blom",2:56.78,MI
4571,2768349,2011-Mar-26,100 Meters,m,?,OBU Invitational,11.18,OK
4572,2768349,2011-Apr-9,100 Meters,m,?,Emporia State Relays,11.68 (1.5),OK
4573,2768349,2011-Mar-26,200 Meters,m,?,OBU Invitational,25.81,OK
4574,2768349,1201-Dec-4,60 Meter Dash,m,?,Bob Timmons Challenge,7.14,OK
4575,2768349,1201-Jan-15,60 Meter Dash,m,?,KSU Invitational,7.19,OK
4576,2768349,1201-Jan-29,60 Meter Dash,m,?,Oklahoma Christian I,7.27,OK
4577,2768349,1201-Feb-5,60 Meter Dash,m,?,Oklahoma Christian II,7.20,OK
4578,2768349,1201-Feb-5,60 Meter Dash,m,?,Oklahoma Christian II,7.20,OK
4579,2768349,1201-Jan-29,200 Meters,m,?,Oklahoma Christian I,23.81,OK
4580,2768349,1201-Feb-5,200 Meters,m,?,Oklahoma Christian II,23.92,OK
4581,2768349,1201-Jan-15,300 Meters,m,?,KSU Invitational,38.62,OK
4582,2972558,2010-May-6,200 Meters,f,8th Grade,LPAA JH League,35.14c,CO
4583,2972558,2010-May-6,Shot Put - 6lb,f,8th Grade,LPAA JH League,21' 0,CO
4584,2972558,2010-May-6,Discus - 1kg,f,8th Grade,LPAA JH League,40' 11,CO
4585,11443455,2019-Mar-27,100 Meters,m,10th Grade,San Juan County Meet,14.27,UT
4586,11443455,2019-Mar-27,Shot Put - 12lb,m,10th Grade,San Juan County Meet,33' 0,UT
4587,11443455,2019-Apr-12,Shot Put - 12lb,m,10th Grade,Nyle Norris Invitational,33' 1.5,UT
4588,11443455,2019-Apr-26,Shot Put - 12lb,m,10th Grade,Blue Mountain Eastern Utah Championship,32' 3,UT
4589,11443455,2019-May-9,Shot Put - 12lb,m,10th Grade,Region 19 Championships,32' 2,UT
4590,11443455,2019-Apr-26,Discus - 1.6kg,m,10th Grade,Blue Mountain Eastern Utah Championship,66' 2,UT
4591,11443455,2019-May-9,Discus - 1.6kg,m,10th Grade,Region 19 Championships,67' 6,UT
4592,11443455,2019-Apr-12,Javelin - 800g,m,10th Grade,Nyle Norris Invitational,91' 7,UT
4593,11443455,2019-Apr-26,Javelin - 800g,m,10th Grade,Blue Mountain Eastern Utah Championship,82' 3.5,UT
4594,11443455,2019-May-9,Javelin - 800g,m,10th Grade,Region 19 Championships,83' 0,UT
4595,11443455,2017-Apr-12,200 Meters,m,8th Grade,KMS CLASSIC,31.59,UT
4596,11443455,2017-Apr-5,Shot Put - 12lb,m,8th Grade,"mv-utah, whitehorse @ kayenta",24' 0,UT
4597,11443455,2017-Apr-12,Shot Put - 8lb,m,8th Grade,KMS CLASSIC,31' 4,UT
4598,11443455,2017-Apr-5,Discus - 1kg,m,8th Grade,"mv-utah, whitehorse @ kayenta",99' 9,UT
4599,11443455,2017-Apr-12,Discus - 1kg,m,8th Grade,KMS CLASSIC,47' 6,UT
4600,11443455,2017-Apr-5,Long Jump,m,8th Grade,"mv-utah, whitehorse @ kayenta",11' 9,UT
4601,11443455,2017-Apr-12,Long Jump,m,8th Grade,KMS CLASSIC,11' 9.5,UT
4602,2177341,2010-Apr-10,100 Meters,f,?,Brookville Invitational,14.80,PA
4603,159939,2008-Mar-26,100 Meters,f,12th Grade,Boyertown/Springford/St. Pius,14.84cSR,PA
4604,159939,2008-Apr-30,200 Meters,f,12th Grade,Boyertown vs. Perk Valley,30.74cSR,PA
4605,159939,2008-Mar-26,Long Jump,f,12th Grade,Boyertown/Springford/St. Pius,13' 3,PA
4606,159939,2008-Apr-19,SMR 1600m,f,12th Grade,"Great Valley RelaysLindsay Campbell, Meghan Heller, Katie Bradley, Krista Caldwell",4:56.6h,PA
4607,159939,2007-May-2,100 Meters,f,11th Grade,Owen J. Roberts,14.44c,PA
4608,159939,2007-Mar-27,200 Meters,f,11th Grade,Pottsgrove/Phoenixville,30.34c,PA
4609,159939,2007-Apr-2,200 Meters,f,11th Grade,Landsdale Cath./St. Pius,30.64c,PA
4610,159939,2007-Apr-25,200 Meters,f,11th Grade,Pottstown,30.74c,PA
4611,159939,2007-May-2,200 Meters,f,11th Grade,Owen J. Roberts,30.24c,PA
4612,159939,2007-Mar-24,SMR 1600m,f,11th Grade,"Phoenix RelaysLindsay Campbell, Sara Wysocki, Meghan Heller, Kristin Ruhl",4:50.5h,PA
4613,159939,2007-Apr-21,SMR 1600m,f,11th Grade,"Great Valley RelaysMeghan Heller, Sara Wysocki, Lindsay Campbell, Emily Griffin",5:00.8h,PA
4614,7415548,2019-May-17,800 Meters,m,11th Grade,OHSAA D1 Northeast District - Austintown Fitch,2:07.05,OH
4615,7415548,2019-May-17,800 Meters,m,11th Grade,OHSAA D1 Northeast District - Austintown Fitch,1:59.16,OH
4616,7415548,2019-May-24,800 Meters,m,11th Grade,OHSAA D1 Region 1,1:55.93,OH
4617,7415548,2019-Jun-1,800 Meters,m,11th Grade,OHSAA D1 State Track & Field Championships,1:54.57,OH
4618,7415548,2019-Apr-20,DMR 1200-400-800-1600m,m,11th Grade,"Steele Comet RelaysNathan Close, Josh Cunningham, Sam Young, Matthew Costanzo",11:11.03,OH
4619,7415548,1201-Jan-23,800 Meters,m,11th Grade,NEOITC Series Blue Division #2,2:05.05,OH
4620,7415548,1201-Feb-15,800 Meters,m,11th Grade,NEOITC All-Star Championship ,2:11.95,OH
4621,7415548,1201-Jan-10,1600 Meters,m,11th Grade,NEOITC Series Blue Division #1,4:52.15,OH
4622,7415548,1201-Jan-24,800 Meters,m,10th Grade,NEOITC - Buckeye Division #2,2:12.89SR,OH
4623,7415548,1201-Jan-11,1600 Meters,m,10th Grade,NEOTIC - Buckeye Division #1,5:07.79,OH
4624,7415548,1201-Feb-8,1600 Meters,m,10th Grade,NEOITC - Buckeye Division #3,4:59.85SR,OH
4625,63551,2006-Mar-2,100 Meters,m,9th Grade,Dual with Clayton,13.14c,NC
4626,63551,2006-Mar-9,100 Meters,m,9th Grade,Dual with SSS,13.04c,NC
4627,63551,2006-Mar-2,200 Meters,m,9th Grade,Dual with Clayton,26.64c,NC
4628,63551,2006-Mar-9,400 Meters,m,9th Grade,Dual with SSS,58.74c,NC
4629,63551,2006-Apr-20,400 Meters,m,9th Grade,Dual with East Wake,56.34c,NC
4630,9448871,2019-Mar-7,Shot Put - 12lb,m,11th Grade,Seymour Panther Pride Relays,25' 8.75,TX
4631,9448871,2019-Mar-21,Shot Put - 12lb,m,11th Grade,Olney Cubs Relays,FOUL,TX
4632,9448871,2019-Mar-28,Shot Put - 12lb,m,11th Grade,Wildcat Relays,DQ,TX
4633,9448871,2019-Apr-4,Shot Put - 12lb,m,11th Grade,UIL 2A District 09,27' 3.25,TX
4634,9448871,2019-Mar-7,Discus - 1.6kg,m,11th Grade,Seymour Panther Pride Relays,DQ,TX
4635,9448871,2019-Mar-21,Discus - 1.6kg,m,11th Grade,Olney Cubs Relays,FOUL,TX
4636,9448871,2018-Mar-8,Shot Put - 12lb,m,10th Grade,Seymour Panther Pride Relays,DQ,TX
4637,9448871,2018-Mar-1,Discus - 1.6kg,m,10th Grade,Petrolia Relays,59' 11,TX
4638,9448871,2018-Mar-8,Discus - 1.6kg,m,10th Grade,Seymour Panther Pride Relays,DQ,TX
4639,9448871,2018-Mar-17,Discus - 1.6kg,m,10th Grade,Hamlin Piper Relays,ND,TX
4640,9448871,2017-Apr-6,Discus - 1.6kg,m,9th Grade,Archer City Wildcat Relays,DQ,TX
4641,9448871,2017-Apr-13,Discus - 1.6kg,m,9th Grade,UIL 2A District 09,51' 11SR,TX
4642,10052493,2019-Apr-6,100 Meters,m,12th Grade,Bellringer Invitational,12.54,CT
4643,10052493,2019-Apr-27,100 Meters,m,12th Grade,26th Stafford Rotary Invitational,12.21,CT
4644,10052493,2019-Apr-6,Pole Vault,m,12th Grade,Bellringer Invitational,10' 0,CT
4645,10052493,2019-May-4,Pole Vault,m,12th Grade,Marty Roberts Invitational,12' 6,CT
4646,10052493,2019-May-10,Pole Vault,m,12th Grade,Runnin' Rams Invite,11' 6,CT
4647,10052493,2019-May-22,Pole Vault,m,12th Grade,Shoreline Conference Outdoor Championship,12' 6,CT
4648,10052493,2019-May-30,Pole Vault,m,12th Grade,CIAC Combined Class S Championship,12' 6,CT
4649,10052493,2019-Jun-3,Pole Vault,m,12th Grade,CIAC Combined State Open Championship ,12' 6,CT
4650,10052493,2018-Apr-7,100 Meters,m,11th Grade,Bellringer Invitational,13.31,CT
4651,10052493,2018-May-5,100 Meters,m,11th Grade,Marty Roberts Invitational,12.28SR,CT
4652,10052493,2018-May-12,100 Meters,m,11th Grade,Runnin' Rams Invitational,12.77,CT
4653,10052493,2018-Apr-13,Pole Vault,m,11th Grade,Record-Journal Meet,10' 0,CT
4654,10052493,2018-May-5,Pole Vault,m,11th Grade,Marty Roberts Invitational,11' 0,CT
4655,10052493,2018-May-23,Pole Vault,m,11th Grade,Shoreline Conference Championship,11' 6SR,CT
4656,10052493,2018-May-29,Pole Vault,m,11th Grade,CIAC State Class M Championship ,11' 0,CT
4657,10052493,2018-Apr-7,Long Jump,m,11th Grade,Bellringer Invitational,15' 0,CT
4658,10052493,2018-Apr-13,Long Jump,m,11th Grade,Record-Journal Meet,14' 5,CT
4659,10052493,2017-Apr-8,100 Meters,m,9th Grade,Bellringer Invitational,13.58SR,CT
4660,10052493,2017-May-6,200 Meters,m,9th Grade,Marty Roberts Invitational,26.33,CT
4661,10052493,2017-May-13,200 Meters,m,9th Grade,Runnin' Rams Invitational,28.94,CT
4662,10052493,2017-Apr-8,Pole Vault,m,9th Grade,Bellringer Invitational,7' 6,CT
4663,10052493,2017-Apr-13,Pole Vault,m,9th Grade,Record Journal Invitational,7' 6,CT
4664,10052493,2017-May-6,Pole Vault,m,9th Grade,Marty Roberts Invitational,8' 0,CT
4665,10052493,2017-May-13,Pole Vault,m,9th Grade,Runnin' Rams Invitational,9' 0,CT
4666,10052493,2017-May-24,Pole Vault,m,9th Grade,Shoreline Conference Outdoor Track and Field Championship,10' 0SR,CT
4667,10052493,2017-Jun-1,Pole Vault,m,9th Grade,CIAC CLASS S OTF CHAMPIONSHIP,NH,CT
4668,10052493,2016-May-7,200 Meters,m,9th Grade,Marty Roberts Invitational,27.92SR,CT
4669,10052493,2016-May-14,200 Meters,m,9th Grade,Runnin Rams Invitational Track Meet,28.55,CT
4670,10052493,2016-May-19,200 Meters,m,9th Grade,Valley Freshman Invitational,27.99,CT
4671,10052493,2016-May-7,Pole Vault,m,9th Grade,Marty Roberts Invitational,7' 6,CT
4672,10052493,2016-May-19,Pole Vault,m,9th Grade,Valley Freshman Invitational,8' 6SR,CT
4673,5199137,1201-Jan-20,Shot Put - 4kg,f,Junior,Tues Night at the Races,47' 0.5,OR
4674,5199137,2014-Mar-15,Discus - 1kg,f,Sophomore,Mt Hood CC Saints Open,145' 2.25,OR
4675,5199137,2014-Mar-1,Hammer - 4kg,f,Sophomore,Erik Anderson Icebreaker ,157' 3,OR
4676,5199137,2014-Mar-15,Hammer - 4kg,f,Sophomore,Mt Hood CC Saints Open,162' 4.75,OR
4677,5199137,2013-Mar-2,Shot Put - 4kg,f,Freshman,Erik Anderson Memorial Icebreaker,40' 6.25,OR
4678,5199137,2013-Apr-25,Shot Put - 4kg,f,Freshman,Lane Twilight,41' 6,OR
4679,5199137,2013-May-3,Shot Put - 4kg,f,Freshman,Oregon Twilight,40' 5.75,OR
4680,5199137,2013-Mar-2,Discus - 1kg,f,Freshman,Erik Anderson Memorial Icebreaker,145' 1.75SR,OR
4681,5199137,2013-Mar-2,Hammer - 4kg,f,Freshman,Erik Anderson Memorial Icebreaker,157' 7.25,OR
4682,5199137,2013-Apr-25,Hammer - 4kg,f,Freshman,Lane Twilight,161' 3,OR
4683,5199137,2013-May-3,Hammer - 4kg,f,Freshman,Oregon Twilight,162' 2.5SR,OR
4684,5199137,1201-Mar-2,Shot Put - 4kg,f,Freshman,Erik Anderson Icebreaker,40' 6.25SR,OR
4685,5199137,1201-Mar-2,Discus - 1kg,f,Freshman,Erik Anderson Icebreaker,145' 1.75,OR
4686,5199137,1201-Mar-2,Hammer - 4kg,f,Freshman,Erik Anderson Icebreaker,157' 7.25,OR
4687,5452151,2018-Apr-21,200 Meters,f,12th Grade,Cougar Invite,28.98SR,MI
4688,5452151,2018-Apr-24,200 Meters,f,12th Grade,CAAC RED: St. Johns @ Waverly,29.04,MI
4689,5452151,2018-Apr-24,400 Meters,f,12th Grade,CAAC RED: St. Johns @ Waverly,1:05.65SR,MI
4690,5452151,2018-May-1,400 Meters,f,12th Grade,MASON VS. ST. JOHNS,1:05.77,MI
4691,5452151,2018-May-8,400 Meters,f,12th Grade,DEWITT VS. ST. JOHNS,1:06.42,MI
4692,5452151,2018-May-15,800 Meters,f,12th Grade,CAAC Red: St. Johns @ Charlotte,2:31.33SR,MI
4693,5452151,2018-May-1,Long Jump,f,12th Grade,MASON VS. ST. JOHNS,14' 6SR,MI
4694,5452151,2018-May-8,Long Jump,f,12th Grade,DEWITT VS. ST. JOHNS,13' 11.75,MI
4695,5452151,1201-Mar-22,400 Meters,f,,SVSU D2 Indoor Invitational,1:03.86,MI
4696,5452151,2017-Mar-28,200 Meters,f,11th Grade,St. Johns @ P-W,28.94c,MI
4697,5452151,2017-Apr-18,200 Meters,f,11th Grade,ST. Johns @ Mason,29.78,MI
4698,5452151,2017-Apr-25,200 Meters,f,11th Grade,Waverly @ St. Johns,29.61,MI
4699,5452151,2017-May-2,200 Meters,f,11th Grade,Haslett @ St. Johns,28.76,MI
4700,5452151,2017-May-9,200 Meters,f,11th Grade,CAAC RED: St. Johns @ DeWitt ,NT,MI
4701,5452151,2017-May-9,200 Meters,f,11th Grade,CAAC RED: St. Johns @ DeWitt ,28.14c,MI
4702,5452151,2017-May-16,200 Meters,f,11th Grade,Owosso @ St. Johns,29.24,MI
4703,5452151,2017-Mar-28,400 Meters,f,11th Grade,St. Johns @ P-W,1:06.34c,MI
4704,5452151,2017-Apr-13,400 Meters,f,11th Grade,Fowler Invitational,1:06.50,MI
4705,5452151,2017-Apr-13,400 Meters,f,11th Grade,Fowler Invitational,1:06.50,MI
4706,5452151,2017-May-9,400 Meters,f,11th Grade,CAAC RED: St. Johns @ DeWitt ,1:03.94cSR,MI
4707,5452151,2017-May-24,800 Meters,f,11th Grade,CAAC Red League Championship Meet,2:29.95SR,MI
4708,5452151,2017-May-2,Long Jump,f,11th Grade,Haslett @ St. Johns,14' 8.5,MI
4709,5452151,2017-May-9,Long Jump,f,11th Grade,CAAC RED: St. Johns @ DeWitt ,14' 8.5,MI
4710,5452151,2017-May-13,Long Jump,f,11th Grade,Alma College Scottie Classic,12' 11,MI
4711,5452151,2017-May-16,Long Jump,f,11th Grade,Owosso @ St. Johns,15' 1,MI
4712,5452151,2016-May-14,200 Meters,f,10th Grade,Alma College Scottie Classic,29.60SR,MI
4713,5452151,2016-Apr-15,400 Meters,f,10th Grade,FOWLER INVITE,NF,MI
4714,5452151,2016-Apr-19,400 Meters,f,10th Grade,CAAC RED Mason @ St. Johns,1:05.63,MI
4715,5452151,2016-May-10,400 Meters,f,10th Grade,CAAC RED DeWitt @ St. Johns,1:04.86,MI
4716,5452151,2016-May-25,400 Meters,f,10th Grade,CAAC RED League Meet,1:03.74,MI
4717,5452151,2016-Apr-26,800 Meters,f,10th Grade,CAAC RED St. Johns @ Waverly,2:35.29,MI
4718,5452151,2016-May-3,800 Meters,f,10th Grade,CAAC RED St. Johns @ Haslett,2:32.3hSR,MI
4719,5452151,2015-Mar-25,200 Meters,f,9th Grade,Chippewa HS Invitational - Div I/II,29.64SR,MI
4720,5452151,2015-Apr-21,400 Meters,f,9th Grade,St. Johns @ Mason,1:06.89SR,MI
4721,5452151,2015-Apr-14,800 Meters,f,9th Grade,Waverly @ St. Johns,2:43.86,MI
4722,5452151,2015-Apr-24,800 Meters,f,9th Grade,Mason Invitational,2:30.4h,MI
4723,5452151,2015-Apr-28,800 Meters,f,9th Grade,DeWitt vs St. Johns,2:30.53,MI
4724,5452151,2015-May-5,800 Meters,f,9th Grade,Owosso @ St. Johns,NT,MI
4725,5452151,2015-May-12,800 Meters,f,9th Grade,Haslett @ St. Johns,2:35.00,MI
4726,5452151,2015-May-16,800 Meters,f,9th Grade,MHSAA LP Regional 16-2 @ Linden,2:26.87,MI
4727,5452151,2015-May-20,800 Meters,f,9th Grade,CAAC Red Division Meet,2:29.47,MI
4728,5452151,2015-Mar-25,Long Jump,f,9th Grade,Chippewa HS Invitational - Div I/II,14' 3.25,MI
4729,5452151,2015-Apr-14,Long Jump,f,9th Grade,Waverly @ St. Johns,13' 9.5,MI
4730,5452151,2015-Apr-21,Long Jump,f,9th Grade,St. Johns @ Mason,13' 6,MI
4731,5452151,2015-Apr-24,Long Jump,f,9th Grade,Mason Invitational,13' 1.5,MI
4732,5452151,2015-Apr-28,Long Jump,f,9th Grade,DeWitt vs St. Johns,14' 6.75SR,MI
4733,5452151,2014-Apr-23,400 Meters,f,8th Grade,St.Johns MS vs MacDonald MS,1:08.14c,MI
4734,5452151,2014-Apr-30,400 Meters,f,8th Grade,St Johns Ms Vs Chippewa Ms,1:07.69,MI
4735,5452151,2014-May-2,400 Meters,f,8th Grade,Eaton Rapids MS Invitational,1:06.65,MI
4736,5452151,2014-May-9,400 Meters,f,8th Grade,Fowler MS Invitational,1:05.17,MI
4737,5452151,2014-May-14,400 Meters,f,8th Grade,St.Johns MS vs Williamston MS,1:06.34,MI
4738,5452151,2014-May-20,400 Meters,f,8th Grade,League Meet At St Johns Ms,1:05.00,MI
4739,5452151,2014-May-29,400 Meters,f,8th Grade,Playmakers MS Honor Roll,1:03.78,MI
4740,5452151,2013-May-1,100 Meters,f,7th Grade,Corunna vs St. Johns,15.64,MI
4741,12963395,2019-Mar-22,100 Meters,m,10th Grade,Natrona Invitational,13.38,WY
4742,12963395,2019-Apr-5,100 Meters,m,10th Grade,Trojan Invitational,13.10SR,WY
4743,12963395,2019-Apr-13,100 Meters,m,10th Grade,Roy Peck Invitational,13.43,WY
4744,12963395,2019-Apr-18,100 Meters,m,10th Grade,Lander Twilight,13.47,WY
4745,12963395,2019-Apr-27,100 Meters,m,10th Grade,Kelly Walsh Invitational,13.28,WY
4746,12963395,2019-Apr-5,200 Meters,m,10th Grade,Trojan Invitational,29.10SR,WY
4747,12963395,2019-Mar-16,High Jump,m,10th Grade,Wind River HS Invitational,5' 4,WY
4748,12963395,2019-Mar-22,High Jump,m,10th Grade,Natrona Invitational,5' 0,WY
4749,12963395,2019-Apr-5,High Jump,m,10th Grade,Trojan Invitational,5' 4,WY
4750,12963395,2019-Apr-13,High Jump,m,10th Grade,Roy Peck Invitational,5' 4,WY
4751,12963395,2019-Apr-18,High Jump,m,10th Grade,Lander Twilight,5' 4SR,WY
4752,12963395,2019-Apr-27,High Jump,m,10th Grade,Kelly Walsh Invitational,5' 2,WY
4753,12963395,2019-Mar-16,Triple Jump,m,10th Grade,Wind River HS Invitational,30' 9,WY
4754,12963395,2019-Mar-22,Triple Jump,m,10th Grade,Natrona Invitational,34' 2.25,WY
4755,12963395,2019-Apr-5,Triple Jump,m,10th Grade,Trojan Invitational,30' 7,WY
4756,12963395,2019-Apr-13,Triple Jump,m,10th Grade,Roy Peck Invitational,ND,WY
4757,12963395,2019-Apr-18,Triple Jump,m,10th Grade,Lander Twilight,32' 4,WY
4758,12963395,2019-Apr-27,Triple Jump,m,10th Grade,Kelly Walsh Invitational,33' 10.25,WY
4759,12963395,2019-May-11,Triple Jump,m,10th Grade,3A West Regional Championships,33' 6.25,WY
4760,12963395,2018-Mar-17,100 Meters,m,9th Grade,Glen Legler,13.82,WY
4761,12963395,2018-Mar-24,100 Meters,m,9th Grade,Yellowstone Sports Medicine Invitational,14.22,WY
4762,12963395,2018-May-5,100 Meters,m,9th Grade,Shane Brock Invitational,13.38,WY
4763,12963395,2018-May-12,100 Meters,m,9th Grade,WHSAA 3A West Regionals,13.09,WY
4764,12963395,2018-Mar-17,200 Meters,m,9th Grade,Glen Legler,29.38,WY
4765,12963395,2018-Mar-24,200 Meters,m,9th Grade,Yellowstone Sports Medicine Invitational,29.92,WY
4766,12963395,2018-Apr-7,200 Meters,m,9th Grade,Trojan Invite,28.16,WY
4767,12963395,2018-Apr-14,200 Meters,m,9th Grade,Roy Peck Invitational,28.47,WY
4768,12963395,2018-Apr-19,200 Meters,m,9th Grade,Riverton Twilight ,28.03,WY
4769,12963395,2018-May-5,200 Meters,m,9th Grade,Shane Brock Invitational,27.03,WY
4770,12963395,2018-May-12,200 Meters,m,9th Grade,WHSAA 3A West Regionals,27.94,WY
4771,12963395,2018-Apr-14,400 Meters,m,9th Grade,Roy Peck Invitational,1:02.57,WY
4772,12963395,2018-Mar-17,High Jump,m,9th Grade,Glen Legler,5' 0,WY
4773,12963395,2018-Mar-24,High Jump,m,9th Grade,Yellowstone Sports Medicine Invitational,5' 0,WY
4774,12963395,2018-Apr-7,High Jump,m,9th Grade,Trojan Invite,NH,WY
4775,12963395,2018-Apr-14,High Jump,m,9th Grade,Roy Peck Invitational,5' 0,WY
4776,12963395,2018-Apr-19,High Jump,m,9th Grade,Riverton Twilight ,5' 4,WY
4777,12963395,2018-Apr-28,High Jump,m,9th Grade,Casper Invite,5' 4,WY
4778,12963395,2018-Apr-28,High Jump,m,9th Grade,Kelly Walsh Invitational,5' 4,WY
4779,12963395,2018-May-5,High Jump,m,9th Grade,Shane Brock Invitational,5' 2,WY
4780,12963395,2018-May-12,High Jump,m,9th Grade,WHSAA 3A West Regionals,5' 4,WY
4781,12963395,2018-Mar-17,Long Jump,m,9th Grade,Glen Legler,13' 11.25,WY
4782,12963395,2018-Mar-24,Triple Jump,m,9th Grade,Yellowstone Sports Medicine Invitational,25' 7.5,WY
4783,12963395,2018-Apr-7,Triple Jump,m,9th Grade,Trojan Invite,30' 8,WY
4784,12963395,2018-Apr-14,Triple Jump,m,9th Grade,Roy Peck Invitational,ND,WY
4785,12963395,2018-Apr-19,Triple Jump,m,9th Grade,Riverton Twilight ,29' 10,WY
4786,12963395,2018-Apr-28,Triple Jump,m,9th Grade,Kelly Walsh Invitational,31' 6.5,WY
4787,12963395,2018-Apr-28,Triple Jump,m,9th Grade,Casper Invite,31' 6.5,WY
4788,12963395,2018-May-5,Triple Jump,m,9th Grade,Shane Brock Invitational,30' 11.75,WY
4789,12963395,2018-May-12,Triple Jump,m,9th Grade,WHSAA 3A West Regionals,31' 10SR,WY
4790,9250031,2016-Feb-12,Shot Put - 16lb,m,Freshman,Battle of the Regions ,8.92m,CA
4791,9250031,2016-Feb-12,Discus - 2kg,m,Freshman,Battle of the Regions ,21.92m,CA
4792,9250031,2016-Feb-12,Hammer - 16lb,m,Freshman,Battle of the Regions ,20.85m,CA
4793,11770822,2018-Jun-17,100 Meters,m,Age 11-12,USATF Iowa Association Junior Olympic Championships,15.26,IA
4794,11770822,2018-Jun-17,Long Jump,m,Age 11-12,USATF Iowa Association Junior Olympic Championships,11' 5.5,IA
4795,11770822,2017-May-21,100 Meters,m,Age 11-12,USATF Developmental Meet – Tiger Track Club,15.64cSR,IA
4796,11770822,2017-Jun-18,100 Meters,m,Age 11-12,USATF Iowa Association Junior Olympic Championships,15.87,IA
4797,11770822,2017-May-21,400 Meters,m,Age 11-12,USATF Developmental Meet – Tiger Track Club,1:25.24c,IA
4798,11770822,2017-May-21,Long Jump,m,Age 11-12,USATF Developmental Meet – Tiger Track Club,10' 11.5,IA
4799,11770822,2017-Jun-18,Long Jump,m,Age 11-12,USATF Iowa Association Junior Olympic Championships,11' 1.5SR,IA
4800,785874,1973-Mar-1,Long Jump,f,?,Date Unknown U High,16' 2,IL
4801,8716328,2017-Apr-20,"110m Hurdles - 39""",m,12th Grade,UIl 3A Area 13/14,16.94c,TX
4802,8716328,2016-Mar-24,200 Meters,m,11th Grade,Prairiland Patriot Relays,24.84c,TX
4803,8716328,2016-Mar-24,"110m Hurdles - 39""",m,11th Grade,Prairiland Patriot Relays,17.64cSR,TX
4804,364738,2008-Mar-27,100 Meters,f,10th Grade,Crusader Relays,15.94c,TX
4805,13001747,2018-Mar-22,100 Meters,f,9th Grade,Randolph Ro-Hawk Relays,14.63,TX
4806,13001747,2018-Mar-29,100 Meters,f,9th Grade,Randolph Pre-District Meet,14.43,TX
